"날짜","종가","시가","고가","저가","거래량","변동 %"
"2009- 02- 16","402.87","398.80","406.18","398.47","843.02K","1.81%"
"2009- 02- 13","395.69","389.51","396.12","387.45","829.77K","2.53%"
"2009- 02- 12","385.92","387.07","390.01","383.88","665.32K","0.65%"
"2009- 02- 11","383.41","372.11","383.54","371.23","647.82K","0.83%"
"2009- 02- 10","380.26","381.38","381.78","376.12","676.85K","0.91%"
"2009- 02- 09","376.83","384.02","384.27","376.83","620.28K","-0.52%"
"2009- 02- 06","378.79","380.44","382.01","374.99","623.14K","1.42%"
"2009- 02- 05","373.49","379.15","382.00","373.49","650.62K","-1.42%"
"2009- 02- 04","378.88","377.51","379.48","376.72","609.39K","1.77%"
"2009- 02- 03","372.28","369.77","372.28","367.48","505.44K","1.78%"
"2009- 02- 02","365.77","365.35","371.21","364.49","493.74K","0.24%"
"2009- 01- 30","364.90","359.95","365.42","359.60","522.31K","0.25%"
"2009- 01- 29","363.98","365.46","366.42","361.83","554.11K","0.64%"
"2009- 01- 28","361.68","359.46","361.96","359.46","462.87K","2.51%"
"2009- 01- 23","352.83","357.12","358.16","351.49","502.63K","-1.60%"
"2009- 01- 22","358.58","361.11","361.94","358.45","524.74K","1.75%"
"2009- 01- 21","352.43","345.99","356.34","344.99","543.43K","-1.61%"
"2009- 01- 20","358.19","363.97","364.01","356.21","666.18K","-1.36%"
"2009- 01- 19","363.13","359.71","365.17","359.71","597.10K","2.41%"
"2009- 01- 16","354.60","350.05","354.63","348.38","596.59K","3.28%"
"2009- 01- 15","343.35","355.52","358.23","343.35","659.84K","-5.84%"
"2009- 01- 14","364.63","356.87","364.86","356.87","657.10K","2.68%"
"2009- 01- 13","355.13","352.07","355.19","348.28","675.69K","1.08%"
"2009- 01- 12","351.35","356.84","357.69","351.18","714.26K","-1.99%"
"2009- 01- 09","358.48","361.16","362.03","355.10","671.57K","0.55%"
"2009- 01- 08","356.52","352.58","357.58","351.69","573.19K","0.11%"
"2009- 01- 07","356.13","352.07","356.30","351.88","641.70K","2.22%"
"2009- 01- 06","348.41","345.74","350.76","345.73","671.27K","1.65%"
"2009- 01- 05","342.77","344.69","345.19","342.57","589.41K","0.89%"
"2009- 01- 02","339.76","337.38","339.77","335.86","399.49K","2.32%"
"2008- 12- 30","332.05","330.41","333.37","330.40","617.54K","0.87%"
"2008- 12- 29","329.18","332.71","332.90","324.71","523.11K","-0.93%"
"2008- 12- 26","332.26","337.97","338.66","332.19","513.21K","-0.44%"
"2008- 12- 24","333.73","338.34","338.66","330.35","662.15K","-1.48%"
"2008- 12- 23","338.76","346.06","346.77","337.60","717.27K","-2.10%"
"2008- 12- 22","346.04","346.11","348.71","343.48","655.34K","1.05%"
"2008- 12- 19","342.45","339.40","342.48","338.39","685.28K","0.63%"
"2008- 12- 18","340.30","341.94","343.57","337.52","758.67K","0.43%"
"2008- 12- 17","338.83","346.68","347.68","335.13","775.40K","0.29%"
"2008- 12- 16","337.85","336.11","339.32","334.69","665.39K","0.81%"
"2008- 12- 15","335.15","328.47","335.28","328.47","684.62K","4.71%"
"2008- 12- 12","320.07","327.60","331.73","315.67","713.40K","-2.56%"
"2008- 12- 11","328.49","327.37","330.19","326.55","611.85K","1.34%"
"2008- 12- 10","324.15","320.04","324.81","319.17","573.78K","1.85%"
"2008- 12- 09","318.25","321.59","321.85","316.99","642.41K","0.49%"
"2008- 12- 08","316.71","307.52","316.73","307.52","557.63K","4.82%"
"2008- 12- 05","302.16","299.82","302.25","297.32","515.92K","1.08%"
"2008- 12- 04","298.92","306.60","308.12","297.26","561.81K","-0.84%"
"2008- 12- 03","301.44","305.75","307.41","301.00","486.55K","0.62%"
"2008- 12- 02","299.58","295.80","300.66","294.62","556.63K","-2.80%"
"2008- 12- 01","308.20","310.18","313.02","308.20","532.71K","0.23%"
"2008- 11- 28","307.48","307.64","308.90","303.64","556.45K","1.03%"
"2008- 11- 27","304.36","302.82","306.21","301.73","549.88K","2.99%"
"2008- 11- 26","295.51","290.90","296.17","290.90","572.31K","2.83%"
"2008- 11- 25","287.39","296.07","299.46","283.89","545.06K","1.02%"
"2008- 11- 24","284.50","291.52","295.66","284.50","532.67K","-1.94%"
"2008- 11- 21","290.12","266.79","290.12","263.29","592.60K","6.25%"
"2008- 11- 20","273.06","284.36","284.36","272.85","557.10K","-8.19%"
"2008- 11- 19","297.41","309.94","310.32","292.63","591.26K","-2.57%"
"2008- 11- 18","305.26","312.79","315.97","305.26","479.44K","-3.09%"
"2008- 11- 17","314.98","316.70","318.30","312.76","460.85K","-0.78%"
"2008- 11- 14","317.45","324.92","326.63","316.81","481.85K","1.89%"
"2008- 11- 13","311.55","311.02","313.22","301.76","531.28K","-3.62%"
"2008- 11- 12","323.24","319.68","326.96","318.51","510.05K","-0.77%"
"2008- 11- 11","325.74","328.30","330.82","324.10","501.19K","-1.94%"
"2008- 11- 10","332.17","332.64","337.04","327.73","543.04K","2.04%"
"2008- 11- 07","325.54","300.28","325.54","295.88","642.20K","4.35%"
"2008- 11- 06","311.96","326.82","328.02","311.85","571.58K","-8.48%"
"2008- 11- 05","340.85","348.18","358.86","334.05","695.48K","1.60%"
"2008- 11- 04","335.49","331.89","336.41","323.82","559.11K","3.05%"
"2008- 11- 03","325.56","313.10","326.73","313.10","553.21K","5.69%"
"2008- 10- 31","308.03","299.86","310.71","296.02","527.00K","4.05%"
"2008- 10- 30","296.05","280.14","296.91","276.42","534.07K","11.47%"
"2008- 10- 29","265.59","287.13","294.58","253.74","620.13K","-2.51%"
"2008- 10- 28","272.43","247.80","272.68","245.06","518.50K","4.30%"
"2008- 10- 27","261.19","267.87","276.45","255.07","397.19K","-5.60%"
"2008- 10- 24","276.68","308.70","309.57","273.30","399.80K","-10.45%"
"2008- 10- 23","308.95","322.24","322.24","301.63","377.22K","-7.92%"
"2008- 10- 22","335.53","349.23","351.04","327.35","423.30K","-4.40%"
"2008- 10- 21","350.97","359.90","363.10","347.90","387.30K","-0.60%"
"2008- 10- 20","353.09","355.72","359.06","339.89","369.70K","0.26%"
"2008- 10- 17","352.18","367.84","370.58","344.34","445.67K","-0.63%"
"2008- 10- 16","354.43","370.03","370.54","353.07","437.80K","-9.19%"
"2008- 10- 15","390.28","391.51","395.30","389.03","422.71K","-1.52%"
"2008- 10- 14","396.32","387.43","396.77","387.43","453.84K","7.65%"
"2008- 10- 13","368.17","355.76","368.23","355.76","373.76K","5.11%"
"2008- 10- 10","350.28","356.56","356.56","336.97","449.72K","-5.29%"
"2008- 10- 09","369.84","371.68","377.27","364.98","443.26K","-0.44%"
"2008- 10- 08","371.47","391.15","392.76","370.57","453.55K","-7.58%"
"2008- 10- 07","401.95","397.01","401.95","385.88","476.05K","-1.09%"
"2008- 10- 06","406.39","428.47","428.47","405.10","455.10K","-5.95%"
"2008- 10- 02","432.10","443.44","445.15","430.22","456.24K","-2.01%"
"2008- 10- 01","440.95","446.15","447.15","440.08","483.93K","0.04%"
"2008- 09- 30","440.77","422.56","440.77","417.05","566.83K","-1.18%"
"2008- 09- 29","446.05","454.60","455.56","444.92","497.05K","-0.51%"
"2008- 09- 26","448.34","454.56","456.22","447.91","512.69K","-0.60%"
"2008- 09- 25","451.03","449.53","452.09","446.56","490.92K","0.50%"
"2008- 09- 24","448.80","445.70","449.39","444.83","511.26K","0.69%"
"2008- 09- 23","445.72","439.98","445.92","439.68","502.26K","1.04%"
"2008- 09- 22","441.13","452.28","453.61","441.13","472.09K","-1.19%"
"2008- 09- 19","446.46","449.63","452.16","446.41","542.77K","2.93%"
"2008- 09- 18","433.76","432.36","436.98","427.08","510.17K","-2.51%"
"2008- 09- 17","444.93","440.67","448.21","440.67","493.10K","3.64%"
"2008- 09- 16","429.29","435.13","437.71","425.98","456.37K","-8.06%"
"2008- 09- 12","466.91","460.83","466.97","460.83","421.08K","2.67%"
"2008- 09- 11","454.78","453.85","456.99","452.14","454.98K","0.84%"
"2008- 09- 10","451.00","450.05","454.20","449.80","376.26K","-0.84%"
"2008- 09- 09","454.82","462.61","463.16","452.40","395.96K","-1.00%"
"2008- 09- 08","459.42","449.48","459.42","449.48","453.41K","3.95%"
"2008- 09- 05","441.95","428.88","442.49","427.92","495.69K","0.80%"
"2008- 09- 04","438.44","426.65","440.88","426.49","497.69K","2.83%"
"2008- 09- 03","426.37","415.38","426.39","414.27","479.96K","1.97%"
"2008- 09- 02","418.14","436.98","441.33","412.75","513.59K","-4.80%"
"2008- 09- 01","439.21","466.65","466.65","437.92","446.96K","-6.61%"
"2008- 08- 29","470.28","474.20","476.59","468.53","400.16K","0.04%"
"2008- 08- 28","470.08","476.71","477.79","469.80","472.23K","-0.96%"
"2008- 08- 27","474.66","477.01","477.47","470.98","445.57K","-0.50%"
"2008- 08- 26","477.06","476.35","481.18","475.15","402.91K","-1.51%"
"2008- 08- 25","484.37","486.56","488.95","484.37","379.50K","0.19%"
"2008- 08- 22","483.47","494.02","494.33","474.94","469.03K","-2.36%"
"2008- 08- 21","495.15","506.55","507.50","495.15","486.42K","-1.93%"
"2008- 08- 20","504.88","506.23","507.70","502.49","489.63K","-0.58%"
"2008- 08- 19","507.81","512.56","512.58","505.61","519.29K","-1.79%"
"2008- 08- 18","517.04","524.09","524.46","516.77","411.26K","-1.10%"
"2008- 08- 14","522.81","522.29","523.40","520.76","472.52K","0.21%"
"2008- 08- 13","521.72","525.69","527.04","520.85","509.79K","-0.90%"
"2008- 08- 12","526.46","529.07","529.88","526.39","532.83K","-0.13%"
"2008- 08- 11","527.12","531.40","532.42","527.12","425.08K","0.30%"
"2008- 08- 08","525.54","523.70","526.02","522.39","497.81K","-0.31%"
"2008- 08- 07","527.15","528.43","530.83","526.83","552.63K","0.27%"
"2008- 08- 06","525.75","527.22","528.47","523.10","504.82K","1.28%"
"2008- 08- 05","519.10","525.47","528.86","518.76","540.15K","-1.40%"
"2008- 08- 04","526.49","536.72","537.95","526.49","490.59K","-1.73%"
"2008- 08- 01","535.76","537.30","539.56","533.65","450.51K","-0.68%"
"2008- 07- 31","539.44","540.59","541.80","536.29","614.92K","0.17%"
"2008- 07- 30","538.53","543.09","543.96","537.15","621.59K","0.59%"
"2008- 07- 29","535.36","538.22","538.34","531.33","715.28K","-1.60%"
"2008- 07- 28","544.05","547.96","549.17","543.60","596.70K","0.15%"
"2008- 07- 25","543.26","540.91","543.53","539.90","636.10K","-0.62%"
"2008- 07- 24","546.65","540.26","546.88","539.66","641.29K","1.94%"
"2008- 07- 23","536.23","536.02","536.78","533.68","630.61K","1.23%"
"2008- 07- 22","529.73","531.30","531.51","526.72","617.99K","-0.29%"
"2008- 07- 21","531.25","527.43","532.72","527.43","518.42K","1.67%"
"2008- 07- 18","522.53","532.38","533.54","521.46","639.94K","-1.00%"
"2008- 07- 17","527.81","532.69","533.24","527.77","589.07K","1.34%"
"2008- 07- 16","520.84","526.16","529.38","515.67","558.33K","-0.42%"
"2008- 07- 15","523.02","541.81","541.96","522.99","562.18K","-3.34%"
"2008- 07- 14","541.12","541.61","547.84","540.73","492.66K","-0.34%"
"2008- 07- 11","542.96","535.24","543.54","532.66","578.88K","2.14%"
"2008- 07- 10","531.61","513.72","531.61","512.34","507.56K","1.78%"
"2008- 07- 09","522.29","526.33","530.17","521.40","462.83K","1.23%"
"2008- 07- 08","515.92","535.71","538.08","505.58","561.05K","-3.42%"
"2008- 07- 07","534.17","535.79","537.22","530.60","430.26K","-0.77%"
"2008- 07- 04","538.30","547.96","551.70","538.30","427.07K","-1.50%"
"2008- 07- 03","546.49","544.12","548.77","530.72","548.22K","-1.85%"
"2008- 07- 02","556.79","582.01","582.54","549.76","640.66K","-4.13%"
"2008- 07- 01","580.77","591.21","592.25","579.59","586.16K","-1.60%"
"2008- 06- 30","590.19","593.92","596.26","589.61","463.11K","-0.75%"
"2008- 06- 27","594.63","590.58","595.45","589.08","525.98K","-1.35%"
"2008- 06- 26","602.74","604.33","608.62","602.65","493.61K","0.17%"
"2008- 06- 25","601.72","601.94","603.67","599.41","510.64K","0.23%"
"2008- 06- 24","600.36","606.01","606.08","599.24","508.93K","-0.88%"
"2008- 06- 23","605.71","602.34","605.85","600.09","465.78K","-0.57%"
"2008- 06- 20","609.16","615.00","616.04","608.66","465.00K","-0.30%"
"2008- 06- 19","610.99","612.86","614.51","609.16","479.53K","-0.62%"
"2008- 06- 18","614.83","611.63","614.91","611.51","529.76K","0.40%"
"2008- 06- 17","612.41","622.76","623.42","610.95","538.57K","-1.39%"
"2008- 06- 16","621.02","626.51","626.75","620.98","516.16K","-0.18%"
"2008- 06- 13","622.15","628.80","630.10","619.12","551.38K","-0.33%"
"2008- 06- 12","624.20","623.93","627.50","621.40","550.09K","-0.71%"
"2008- 06- 11","628.67","629.49","630.82","623.92","553.85K","0.42%"
"2008- 06- 10","626.01","639.59","640.25","624.82","523.71K","-1.73%"
"2008- 06- 09","637.00","631.17","638.35","629.95","429.58K","-1.10%"
"2008- 06- 05","644.09","648.15","648.39","643.03","466.11K","-0.27%"
"2008- 06- 04","645.85","642.14","645.91","640.98","479.91K","0.34%"
"2008- 06- 03","643.67","648.54","648.70","642.29","588.84K","-1.14%"
"2008- 06- 02","651.11","654.94","655.00","650.22","397.09K","-0.16%"
"2008- 05- 30","652.15","650.73","652.27","646.57","460.77K","0.83%"
"2008- 05- 29","646.80","644.21","646.80","643.97","444.41K","0.91%"
"2008- 05- 28","640.96","648.18","649.56","640.94","437.71K","-0.53%"
"2008- 05- 27","644.38","641.94","644.52","641.94","414.55K","0.51%"
"2008- 05- 26","641.10","647.17","647.58","639.92","379.96K","-1.22%"
"2008- 05- 23","649.00","650.49","651.68","648.91","403.86K","0.29%"
"2008- 05- 22","647.15","642.79","647.23","640.48","400.58K","0.26%"
"2008- 05- 21","645.48","645.97","648.70","644.80","437.84K","-0.71%"
"2008- 05- 20","650.10","654.93","655.36","648.08","445.19K","-0.39%"
"2008- 05- 19","652.65","655.54","656.58","651.92","485.08K","0.01%"
"2008- 05- 16","652.56","656.64","657.58","651.13","514.37K","-0.15%"
"2008- 05- 15","653.54","654.26","654.49","652.48","460.27K","0.21%"
"2008- 05- 14","652.14","656.92","657.95","651.70","457.22K","-0.50%"
"2008- 05- 13","655.44","655.57","656.22","653.20","421.39K","0.33%"
"2008- 05- 09","653.29","654.63","655.10","651.18","417.60K","0.62%"
"2008- 05- 08","649.29","641.84","649.53","641.12","396.80K","0.57%"
"2008- 05- 07","645.62","653.92","655.35","644.44","515.05K","-1.12%"
"2008- 05- 06","652.91","657.74","657.74","652.80","376.57K","-0.44%"
"2008- 05- 02","655.80","653.79","656.19","653.27","417.55K","1.36%"
"2008- 04- 30","647.02","646.93","647.34","642.96","396.64K","0.41%"
"2008- 04- 29","644.40","650.74","651.69","643.70","454.52K","-0.49%"
"2008- 04- 28","647.60","658.11","659.08","647.56","418.98K","-1.08%"
"2008- 04- 25","654.70","652.31","655.62","652.31","404.83K","0.91%"
"2008- 04- 24","648.79","653.80","653.99","648.63","497.00K","-0.29%"
"2008- 04- 23","650.68","649.44","653.19","648.53","527.61K","0.02%"
"2008- 04- 22","650.58","651.34","653.93","647.90","507.99K","0.08%"
"2008- 04- 21","650.06","651.69","652.54","650.06","505.77K","0.98%"
"2008- 04- 18","643.75","646.04","646.40","640.93","558.55K","0.34%"
"2008- 04- 17","641.60","648.15","649.10","639.34","503.83K","-0.02%"
"2008- 04- 16","641.71","645.81","646.79","640.61","492.29K","-0.02%"
"2008- 04- 15","641.87","642.59","644.11","639.58","476.33K","0.13%"
"2008- 04- 14","641.03","644.78","645.69","641.03","473.11K","-1.66%"
"2008- 04- 11","651.87","655.25","656.60","649.01","546.15K","-0.12%"
"2008- 04- 10","652.68","651.02","654.89","649.18","494.05K","0.13%"
"2008- 04- 08","651.83","657.02","657.47","650.87","584.15K","-0.35%"
"2008- 04- 07","654.10","651.15","655.49","651.10","526.45K","0.87%"
"2008- 04- 04","648.49","652.27","652.41","646.59","501.31K","-0.12%"
"2008- 04- 03","649.26","649.61","650.18","647.69","486.40K","0.21%"
"2008- 04- 02","647.92","653.17","653.71","647.89","563.18K","0.69%"
"2008- 04- 01","643.46","649.01","649.26","643.46","500.68K","-0.15%"
"2008- 03- 31","644.45","641.98","645.11","640.85","460.51K","1.22%"
"2008- 03- 28","636.67","629.36","636.73","629.36","600.54K","1.12%"
"2008- 03- 27","629.61","627.27","629.78","623.88","491.66K","0.20%"
"2008- 03- 26","628.38","629.35","630.02","625.22","519.28K","0.03%"
"2008- 03- 25","628.22","627.39","630.23","626.24","515.45K","1.39%"
"2008- 03- 24","619.60","621.15","621.94","619.03","382.62K","0.60%"
"2008- 03- 21","615.93","616.31","618.42","614.61","458.12K","1.08%"
"2008- 03- 20","609.32","607.11","609.58","604.98","372.37K","-0.46%"
"2008- 03- 19","612.13","612.40","613.37","610.10","418.01K","2.00%"
"2008- 03- 18","600.10","602.76","605.21","596.23","414.50K","-0.10%"
"2008- 03- 17","600.68","613.57","613.57","591.40","368.37K","-2.76%"
"2008- 03- 14","617.71","628.18","630.03","610.21","447.84K","-0.66%"
"2008- 03- 13","621.81","632.84","633.37","618.78","505.12K","-1.50%"
"2008- 03- 12","631.29","641.82","642.59","631.26","501.58K","0.66%"
"2008- 03- 11","627.14","616.40","627.16","614.33","442.75K","0.73%"
"2008- 03- 10","622.60","637.12","640.36","622.55","493.20K","-3.29%"
"2008- 03- 07","643.75","644.35","646.95","641.04","483.15K","-1.35%"
"2008- 03- 06","652.55","649.14","652.55","649.14","464.61K","1.10%"
"2008- 03- 05","645.43","648.20","649.19","643.43","497.00K","0.01%"
"2008- 03- 04","645.39","649.70","650.64","643.01","501.56K","0.14%"
"2008- 03- 03","644.51","644.06","645.25","642.28","477.60K","-1.74%"
"2008- 02- 29","655.94","657.44","658.96","654.95","468.26K","-0.51%"
"2008- 02- 28","659.28","658.56","659.82","655.04","506.25K","0.65%"
"2008- 02- 27","655.05","662.19","662.21","655.01","527.51K","-0.21%"
"2008- 02- 26","656.43","659.62","660.40","654.87","541.55K","0.40%"
"2008- 02- 25","653.83","659.35","660.66","653.58","477.93K","0.11%"
"2008- 02- 22","653.12","650.93","653.52","647.90","489.30K","-0.20%"
"2008- 02- 21","654.41","660.53","660.76","654.11","547.68K","0.25%"
"2008- 02- 20","652.76","661.12","661.20","651.23","520.21K","-1.21%"
"2008- 02- 19","660.75","659.56","660.82","655.80","588.66K","0.92%"
"2008- 02- 18","654.71","655.71","657.35","650.95","504.74K","0.48%"
"2008- 02- 15","651.57","646.29","652.64","643.89","437.42K","0.31%"
"2008- 02- 14","649.53","643.56","650.07","643.56","539.62K","2.15%"
"2008- 02- 13","635.89","643.37","644.49","635.78","576.23K","-0.06%"
"2008- 02- 12","636.29","636.96","638.74","634.27","481.67K","1.01%"
"2008- 02- 11","629.94","629.17","633.13","626.62","421.58K","-1.93%"
"2008- 02- 05","642.35","637.36","642.35","635.11","443.60K","0.62%"
"2008- 02- 04","638.38","621.04","638.45","621.04","444.36K","4.21%"
"2008- 02- 01","612.57","616.32","619.79","608.69","515.21K","0.61%"
"2008- 01- 31","608.84","599.09","610.36","594.47","469.96K","0.95%"
"2008- 01- 30","603.11","639.04","639.09","602.99","604.32K","-4.67%"
"2008- 01- 29","632.67","644.36","646.05","629.20","587.37K","-0.29%"
"2008- 01- 28","634.52","648.93","651.09","632.45","519.67K","-2.95%"
"2008- 01- 25","653.78","648.22","653.82","645.52","549.68K","2.32%"
"2008- 01- 24","638.98","632.20","639.02","632.20","529.10K","3.06%"
"2008- 01- 23","619.98","629.01","635.02","614.63","493.16K","0.84%"
"2008- 01- 22","614.80","636.20","636.84","597.62","622.76K","-5.69%"
"2008- 01- 21","651.87","666.11","667.40","650.98","482.62K","-2.17%"
"2008- 01- 18","666.32","644.02","666.36","641.26","477.17K","2.21%"
"2008- 01- 17","651.91","657.52","662.14","643.30","440.37K","0.08%"
"2008- 01- 16","651.36","660.27","662.52","651.11","447.65K","-3.25%"
"2008- 01- 15","673.25","694.42","696.11","665.96","467.17K","-2.23%"
"2008- 01- 14","688.59","696.06","698.78","685.32","430.81K","-1.52%"
"2008- 01- 11","699.24","717.86","719.99","699.15","451.04K","-1.98%"
"2008- 01- 10","713.36","718.30","719.99","712.82","470.66K","0.09%"
"2008- 01- 09","712.71","705.59","712.99","705.47","473.76K","0.48%"
"2008- 01- 08","709.31","715.59","716.67","709.30","510.58K","-0.35%"
"2008- 01- 07","711.77","707.62","716.27","703.76","436.46K","-1.04%"
"2008- 01- 04","719.25","716.91","719.70","711.40","448.16K","0.74%"
